Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Bird status
Lorikeet,Cockatoo,C26,Swainson Lorikeet,CKRF668,,Semi Adult,Hold
Lorikeet,Cockatoo,C26,Red Collared Lorikeet,CKRE2059,,Semi Adult,Hold
Lorikeet,Cockatoo,C26,Olive Swainson Lorikeet,CKRF400,,Semi Adult,Hold
Lory,Cockatoo,C26,Red Lory ,CKRD664,,Semi Adult,Hold
Lorikeet,Cockatoo,C26,Swainson Lorikeet,CKRF051,,Semi Adult,Hold
Lory,Cockatoo,C26,Red Lory ,CKRF1044,,Semi Adult,Hold
Lorikeet,Cockatoo,C27,Red Collared Lorikeet,CKRF667,,Semi Adult,Hold
Lorikeet,Cockatoo,C27,Swainson Lorikeet,CKRF666,,Semi Adult,Hold
Lorikeet,Cockatoo,C27,Red Collared Lorikeet,CKRE2113,,Semi Adult,Hold
Lorikeet,Cockatoo,C27,Swainson Lorikeet,CKRF669,,Semi Adult,Hold
Lory,Cockatoo,C28,Yellow bibbed Lory,CKRD1628,,Semi Adult,Hold
Lory,Cockatoo,C28,Chattering Lory,CKRF489,,Semi Adult,Hold
Lory,Cockatoo,C29,Red Lory ,CKRE1472,,Semi Adult,Hold
Lory,Cockatoo,C29,Red Lory ,CKRD650,,Semi Adult,Hold
Lory,Cockatoo,C29,Black Capped Lory,CKRE1547,,Semi Adult,Hold
Lory,Cockatoo,C29,Red Lory ,CKRD2167,,Semi Adult,Hold
Lorikeet,Cockatoo,C30,Red Collared Lorikeet,ACEIND128,,Semi Adult,Hold
Lory,Cockatoo,C31,Black Capped Lory,CKRD1568,,Semi Adult,Hold
Lory,Cockatoo,C32,Red Lory ,CKRF1006,,Semi Adult,Hold
Lory,Cockatoo,C32,Red Lory ,CKRF1040,,Semi Adult,Hold
Lory,Cockatoo,C32,Black Capped & chattering Lory,CKRF1014,,Semi Adult,Hold
Lory,Cockatoo,C32,Red Lory ,CKRF719,,Semi Adult,Hold
Lory,Cockatoo,C33,Yellow bibbed Lory,17.063,,Semi Adult,Hold
Lory,Cockatoo,C33,Yellow bibbed Lory,CKRD1580,,Semi Adult,Hold
Lory,Cockatoo,C34,Black Capped Lory,CKRF491,,Semi Adult,Hold
Lorikeet,Cockatoo,C35,Swainson Lorikeet,CKRF492,,Semi Adult,Hold
Lorikeet,Cockatoo,C35,Swainson Lorikeet,CKRE026,,Semi Adult,Hold
Lorikeet,Cockatoo,C35,Swainson Lorikeet,CKRE1156,,Semi Adult,Hold
Lorikeet,Cockatoo,C35,Green Napped Lorikeet,ACEIND086,,Semi Adult,Hold
Lorikeet,Cockatoo,C35,Red Collared Lorikeet,CKRF379,,Semi Adult,Hold
Lory,Cockatoo,C36,Red Lory ,CKRC380,,Semi Adult,Hold
Lory,Cockatoo,C37,Yellow bibbed Lory,CKRD654,,Semi Adult,Hold
Lory,Cockatoo,C38,Black Capped Lory,SUNHG1646,,Semi Adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF388,,Semi Adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF1041,,Semi Adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF381,,Semi Adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF301,,Semi Adult,Hold
Lory,Cockatoo,C40,Red Lory ,CKRD663,,Semi Adult,Hold
