Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Actual Weight
Conure,Macaw Aviary,M23,Sun Conure,CKR D 338,Female,Semi Adult,
Conure,Macaw Aviary,M23,Sun Conure,CKR D 258,Male,Semi Adult,
Conure,Macaw Aviary,M23,Sun Conure,CKR D 1383,Male,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 922,Male,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 709,Female,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 923,Female,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 899,Female,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 057,Male,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 056,Male,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 058,Male,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 676,Female,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRE 1876,Male,Semi Adult,
Conure,Macaw Aviary,M24,Sun Conure,CKRF 938,Female,Semi Adult,
Conure,Macaw Aviary,M25,Crimson Bellied conure,MONI .140,,Semi Adult,
Conure,Macaw Aviary,M25,Crimson Bellied conure,No Ring,,Semi Adult,
Conure,Macaw Aviary,M25,Crimson Bellied conure,GB 2511,Male,Semi Adult,
Conure,Macaw Aviary,M25,Sun Conure,GB 3054,Male,Proven,
Conure,Macaw Aviary,M25,Sun Conure,GB 3073,Male,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 891,Male,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 642,Male,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 055,Male,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 054,Female,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 951,Female,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 687,Female,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 683,Male,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 059,Male,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 061,Female,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 677,Female,Semi Adult,
Conure,Macaw Aviary,M26,Sun Conure,CKRF 678,Male,Semi Adult,
Conure,Macaw Aviary,Treatment,Sun Conure,CKRE 1531,Male,Semi Adult,
Conure,Macaw Aviary,Treatment,Sun Conure,CKRE 1318,Female,Semi Adult,
Conure,Macaw Aviary,Treatment,Sun Conure,GB ,Female,Semi Adult,
Lory,Macaw Aviary,Treatment,Swainson Lory,CKRE 2166,Male,Semi Adult,
Lory,Macaw Aviary,Treatment,Swainson Lory,CKRF 477,Male,Semi Adult,
Lory,Macaw Aviary,Treatment,Swainson Lory,CKRE 1576,Female,Semi Adult,
Lorykeet,Macaw Aviary,Treatment,Olive red collar lorikeet,1000,Male,Semi Adult,
Love Birds,School,S3,Violet Masked,CKRF 1220,Male,Proven,
Love Birds,School,S3,Violet Masked,CKRF 1218,Female,Proven,
Love Birds,School,S3,Lutino Peach,CKRF 1225,Male,Proven,
Love Birds,School,S3,Lotion Offline,CKRC 007,Female,Proven,
Love Birds,School,S4,Violet Masked,CKRF 1217,Male,Proven,
Love Birds,School,S4,Violet Masked,CKRA 341,Female,Proven,
Love Birds,School,S5,Violet Masked,CKRB 022,Female,Proven,
Love Birds,School,S5,Violet Masked,CKRF 1212,Male,Proven,
Love Birds,School,S6,Violet Masked,CKRF 1213,Female,Proven,
Love Birds,School,S6,Violet Masked,CKRC 024,Male,Proven,
Love Birds,School,S7,Violet Masked,CKRF 1227,Male,Semi Adult,
Love Birds,School,S7,Lutino Peach,CKRA 307,Male,Proven,
Love Birds,School,S7,Lutino Peach,CKRA 316,Female,Proven,
Love Birds,School,S8,Violet Masked,CKRC 008,Female,Proven,
Love Birds,School,S8,Violet Masked,CKRF 1180,Male,Proven,
Love Birds,School,S8,Lutino Peach,CKRC 019,Female,Proven,
Love Birds,School,S8,Lutino Peach,CKRA 311,Male,Proven,
Love Birds,School,S9,Violet Masked,CKRF 1211,Male,Proven,
Love Birds,School,S9,Violet Masked,CKRC 013,Female,Proven,
Love Birds,School,S9,Lutino Peach,CKRC 021,Male,Proven,
Love Birds,School,S9,Lutino Peach,CKRA 342,Female,Proven,
Love Birds,School,S10,Violet Masked,CKRF 1214,Male,Proven,
Love Birds,School,S10,Violet Masked,CKRF 1226,Female,Proven,
Love Birds,School,S10,Lutino Peach,CKRA 305,Male,Proven,
Love Birds,School,S10,Lutino Peach,CKRC 014,Female,Proven,
Love Birds,School,S11,Violet Masked,CKRC 006,Female,Proven,
Love Birds,School,S11,Violet Masked,CKRF 1224,Male,Proven,
Love Birds,School,S11,Lutino Peach,CKRA 336,Female,Proven,
Love Birds,School,S11,Lutino Peach,CKRA 333,Male,Proven,
Love Birds,School,S12,Violet Masked,CKRF 1221,Female,Proven,
Love Birds,School,S12,Violet Masked,CKRC 017,Male,Proven,
Love Birds,School,S12,Lutino Peach,CKRC 022,Female,Proven,
Love Birds,School,S12,Lutino Peach,CKRC 010,Male,Proven,
Love Birds,School,S13,Violet Masked,CKRF 1216,Male,Proven,
Love Birds,School,S13,Violet Masked,CKRC 002,Female,Proven,
Love Birds,School,S13,Lutino Peach,CKRC018,Male,Proven,
Love Birds,School,S13,Lutino Peach,CKRA 310,Female,Proven,
Love Birds,School,S14,Lutino Peach,CKRA 313,Male,Proven,
Love Birds,School,S14,Lutino Peach,CKRD 1890,Female,Proven,
Love Birds,School,S14,Violet Masked,CKRD 023,Male,Semi Adult,
Love Birds,School,S15,Violet Masked,CKRF 1222,Female,Proven,
Love Birds,School,S15,Violet Masked,CKRC 011,Male,Proven,
Love Birds,School,S15,Lutino Peach,CKRC 092,Female,Proven,
Love Birds,School,S15,Lutino Peach,CKRC 016,Male,Proven,
Love Birds,School,S16,Violet Masked,CKRC 001,Male,Proven,
Love Birds,School,S16,Violet Masked,CKRB 017,Female,Proven,
Love Birds,School,S19,Lutino Peach,CKRA 092,,Proven,
Love Birds,School,S19,Lutino Peach,CKRC 005,Male,Proven,
Love Birds,School,S20,Lotion Offline,CKRC 025,Female,Semi Adult,
Love Birds,School,S20,Lotion Offline,CKRA 315,Female,Semi Adult,
Love Birds,School,S19,Violet Masked,CKRB 023,Male,Proven,
Love Birds,School,S19,Violet Masked,CKRF 1219,Female,Proven,
Love Birds,School,S18,Violet Masked,CKRA 012,NA,Semi Adult,
Love Birds,School,S17,Violet Masked,CKRA 309,Female,Semi Adult,
Love Birds,School,S17,Violet Masked,CKRC 004,Female,Semi Adult,
Love Birds,School,,Violet Masked,CKRC 003,,Semi Adult,
Love Birds,School,,Violet Masked,CKRC 020,,Semi Adult,
Love Birds,School,,Violet Masked,CKRC 015,NA,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 011,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 012,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 008,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 002,,Semi Adult,
Love Birds,School,,Violet Masked,ACE IND 022,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 006,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 014,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 016,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 020,,Semi Adult,
Love Birds,School,,Lutino Peach,ACE IND 001,,Semi Adult,
